,부서,사업명,제안취지,사업내용
296,자연재난과,침산교 하류(신천-금호강) 둔치 환경 정비(불법 경작),"신천은 대구 시민 모두에게 산책할 수 있는 쾌적한 공간을 제공하고, 또 좋은 자연경관을 제공하고 있다고 생각합니다. 그런데 현재 침산교 하류의 신천과 금호강이 합류하는 지점의 강변에 가보게 되면 엄청난 규모의 불법 경작이 이뤄지고 있습니다. 처음에는 그 규모가 작았으나, (주로 코로나가 발생한 이후로) 몇몇 사람들이 소일거리 삼아 너도나도 불법 경작 행위에 동참하면서 현재는 경작지가 매우 큽니다. 저번에 침산교 쪽에 갔었을 때에는 북구청에서 설치한 불법 경작 금지 현수막마저, 불법 경작에 사용되고 있어 안타까웠습니다.<br>현재는 불법 경작의 규모가 커짐에 따라 더 많은 밭과 농로를 만들기 위해 주변의 갈대밭을 훼손하면서 자연녹지가 파괴되고 있습니다. 또한 경작을 위한 각종 농기구들이 군데군데 있고, 또한 농사를 짓는데 사용한 각종 비닐들이 버려지면서 쓰레기 또한 방치되어있는 상황입니다. 이렇다 보니 주변의 자연 경관도 크게 떨어지고 있는 모습입니다.<br>이러한 상황은 위에서 말씀드렸던 신천이 대구 시민들에게 주는 의미와는 정반대의 상태라고 생각했기에, 이를 해결하고자 이번 주민참여예산에 사업을 제안하게 되었습니다.","1안. 주말농장, 주민텃밭화를 통한 불법 경작의 합법화 방안<br> - 현재 불법 경작지로 활용되고 있는 장소를 구청에서 정리를 하고 울타리 펜스를 친 뒤, 구획을 나누어 주민들에게 주민텃밭의 형식으로 이용할 수 있도록 하는 방안입니다. 구청에서 직접 경작을 할 수 있는 방안을 설정해서 주민들에게 이용할 수 있도록 제공한다면 보다 쉽게 관리를 할 수 있게 될 것이고, 그렇게 된다면 현재 불법 경작에서 가장 문제라고 할 수 있는 무분별한 경작지 확장을 방지할 수 있게 될 것입니다. 그러면 함부로 경작지를 확장할 수 없게 되니, 그 이상의 자연훼손 문제는 발생하지 않을 것으로 보입니다.<br> - 또한 신천, 하천 주변에 위치해 있다는 점을 고려해서 주민텃밭은 각종 화학비료나 농약을 사용하지 않는 자연친화적인 텃밭으로 추진해야 할 것입니다. 구청의 관리, 감독하에 이것이 지켜지도록 해서 이러한 자연친화적 장소를 제공한다면 어린 아이들에게 도심에서 친화경적 놀이터를 제공하는 효과도 부수적으로 발생하게 될 것입니다.<br><br>2안. 강변에 데크 설치를 통한 산책로 정비 및 내부 공간 활용<br> - 1안의 안건이 관계법령상 이뤄지지 못한다면 다른 방안으로 현재 불법 경작지를 다른 공원 시설물로 대체하는 것이 있습니다. 현재 불법 경작지는 신천을 이용하는 시민들이 들어갈 수 없는 장소에서 이뤄지기 때문에 불법 경작이 쉽게 발생하고 있다고 볼 수 있습니다. 그래서 2안은 강둑을 따라서 수성못처럼 데크를 설치해 산책로를 새로이 만드는 것입니다. 그렇게 된다면 현재의 불법 경작지는 기존의 산책로와 새로운 산책로로 둘러싸이는 형태가 되고, 구청에서는 그 구역을 활용해서 불법 경작을 방지하는 동시에 새로운 효과를 창출해내는 일석이조의 장점이 있다고 생각됩니다. 형성된 내부 공간에는 화단, 꽃밭을 조성해 주민들에게 자연환경을 제공할 수도 있을 것이고, 아니면 운동기구같은 것을 두어 주민편의시설을 제공할 수도 있습니다."
297,자연재난과,동화천 강변 산책길 환경정비,동화천을 이용하는 주민들에게 이국적인 정취 제공,신천둔치 중동교 하단에 야자수 산책로를 조성하여 주민들의 관심이 증가하였음. 동화천 산책로에도 야자수를 식재하여 산책길을 정비하자는 주민들의 의견이 있었음.
298,자연재난과,신천변 일대 맨발산책길 조성해주세요,시민건강관리 및 다양한 체험 기회 제공,신천변 일대에 맨발산책길을 조성하여 산책하는 시민들이 이용할 수 있도록 함
299,공원조성과,둘레길 개나리꽃 식재,1. 개나리꽃 식재로 북구 함지공원 조성,함지공원은 남녀노소 누구나 이용하는 공간입니다.<br>대구 북구에는 봄이면 볼수있는 꽃 식재 공간이 부족합니다.<br>아무곳에서나 잘 자라는 개나리꽃을 산책로 둘레길에 식재함으로써<br>북구의 명소인 함지공원에 식재를 함으로써<br>코로나시대 멀리나가지 않아도 가족들과 산책을 같이 하면서 <br>즐길 수 있는 공간으로 가꾸어 주십시요<br><br><br>수성구는 신천변에 개나리꽃이 식재되어 있어 항상 볼수 있으나<br>북구는 옷골동산 외에는 볼수 가 없습니다.<br><br>함지공원 둘레길에 식재를 하면 보다 나은 함지공원을 가꿀 수 있을거라 생각됩니다.
300,산림녹지과,동인커뮤티센터~동막교회까지 녹지공간을 예쁘게 만들어주세요,"동인커뮤니티센터가 지역적으로 접근성이 떨어지고 주변 볼거리가 너무 없음, 기존에 녹지공간이 조성되어 있으나, 나무 위주로 심어져 있어 볼거리가 없음, 화초나 꽃나무 등을 심어서 봄철에 주민들이 산책할 수 있는 거리로 만들어주세요","동인커뮤니티센터에서 동막교회까지 신천도로변 인접 녹지공간을<br>나무 위주가 아닌 화초, 꽃나무 등을 심어서 또 하나의 산책로를 만들기"
301,자치행정과,경로당에 해충퇴치기를 설치해주시기 바랍니다.,신천3동 경로당에 시범적으로 해충퇴치기를 설치해주시면 감사하겠습니다. <br>특히 낡고 오래 된 경로당일수록 벌레들이 득실거릴 수 있는데 해충퇴치기를 설치하면 안전성도 좋을 뿐만 아니라 효과도 굉장히 좋은 것으로 알고 있어서 각 경로당에 설치를 좀 해주시면 감사하겠습니다.,경로당에 해충퇴치키 설치(8개소)
302,교통정보서비스센터,우리의 안전을 지켜줄 LED 바닥 신호등을 설치해주세요.,동대구역 환승센터 근처 신호등에 LED 바닥신호등이 설치되어 있는 것처럼 신천역에도 바닥신호등을 설치해주실 것을 요청. <br>신천역을 이동해서 내리고 이동하는 인구 중에서 스몸비(스마트폰 좀비) 족이 꽤 있는데 키높이 위의 신호등을 감지하지 못하는 사람들의 교통사고를 사전에 예방해줄 수 있을 것으로 예상이 됨.,신천역 네거리리 쪽에 LED 바닥신호등 설치 요청.
303,도시디자인과,교각 벽화사업, ,"도청교 교각에 대구시 상징물, 북구 상징물 등으로 벽화를 그려<br><br>교각 주변 신천둔치 산책로를 더욱 쾌적하게 바꿔주세요"
304,자치행정과,동 행정복지센터 내 혈압측정기 설치,행정복지센터를 방문하는 민원인들이 대기 시간 중 손쉽게 혈압 측정을 통해 본인의 건강상태를 확인할 수 있도록 하기 위함,신천1.2동 행정복지센터 내 혈압측정기 설치
305,자치행정과,동 행정복지센터 화장실 내 양변기 설치,행정복지센터를 방문하는 민원인들의 화장실 사용 편의를 높이기 위함,신천1.2동 행정복지센터 화장실 내 좌변기를 양변기로 교체
306,교통정보서비스센터,신천역 네거리에 스마트 바닥신호등을 설치해 주세요,스마트폰 사용으로 횡단보도 신호를 보지 못해 발생할 수 있는 사고 예방,신천역 네거리 횡단보도 앞에 스마트 바닥신호등 설치
307,자연재난과,신천변 산책로 안내선 도색,신천변 산책로 재정비를 통한 시민들의 안전확보,신천변에 조성된 보행로 안내선 재도색을 통해 시인성 확보
308,자치행정과,다세대주택에 음식물 쓰레기 종량기(RFID) 설치 시범사업 해주시기 바랍니다.,음식물 쓰레기 종량기(RFID)를 아파트에서는 종종 시행하는 것을 볼 수 있었는데 다세대주택이나 단독주택 지역에도 시행할 수 있다면 음식물 쓰레기 감량 및 불법투기를 줄이는데 좋지 않을까 하는 생각을 해보게 됩니다. <br>신천3동에라도 시범적으로 실시해주실 것을 요청드리는 바입니다.,- 신천3동 관내 다세대주택 밀집지역 3~4군데에 시범 설치하여 운영.
309,교통정책과,"전기퀵보드, 전기자전거 주차공간마련","시민의 보도블럭 안전 활보, 보도 흉물제거효과.","안녕하세요 담당자님.<br><br>신천 운동하다가 주민제안사업 보고 연락드립니다<br><br>요즘 신천이나 거리 곳곳에 전기퀵보드, 전기자전거등이 많이 보입니다<br>보기에도 싫고 신천 산책 코스나 보도에 많이 방치돼 있어서 시민들 운동하거나 다니기에 많이 불편한 실정입니다.<br><br>특히나 궂은 날에는 비가 많이 와서 흉물처럼 버려져 있어 보기에 상당히 안 좋습니다<br><br>이 사업이 얼마나 크게 돼있는지는 모르겠지만 퀵보드나 전기자전거를 세울 수 있는 주차공간을 좀 만들어주셨으면 합니다<br>온데 널부러져 있어서 정비가 절실히 필요합니다"
310,교통정책과,중동교에서 앞산순환도로 진입 U턴 지점 이동 제안, ,"중동교에서 서쪽으로 직진 후 U턴 신천대로 진입시 우회전, 직전 차량의 충돌 위험이 매우 큽니다.<br>U턴 위치를 이동한다면 사고예방에 도움이 될 것입니다."
311,산림녹지과,자연과 사랑 그리고 신천,"● 신천대로와 신천사이에 유휴지를 이용하여 자연과 반려동물, 사람이 함께 할 수 있는 자연친화적 환경 조성","-. 위치 ; 파동교에서 용두골까지<br>  # 자연과 반려동물이 함께 하는 생태공원 조성<br>: 용두골은 과거에 소풍을 가고, 멱을 감던 곳이나 지금은 세월이 흐르고 현대화 되어 과거의 추억을 찾을 수 없으나, 신천대로와 신천사이에 둔치가 형성이 되어 있음에도 관리등의 부재로 인하여 대형차량의 주차장으로 변하였고 풀이 우거져 우범화 소지 등 불안요인이 있는 곳임.<br>이곳을 자연과 반려동물 그리고 사람이 같이 휴식할 수 있는 생활공원으로 조성한다면 자연과 반려동물이 함께하는 누구나 이용가능한 대구시민의 휴식공간으로 조성한다면 다시금 추억의 공간이 될 것 같음.<br><br>-. 위치 ; 용두골 옆 바위(용두바위?)<br>  # 용두바위 폭포 조형물 설치<br>: 정확하지는 않으나, 용두바위는 용이 신천에 머리를 대고 깨끗한 물을 마시고 있는 형국이라고 하나 신천도로로 인하여 목이 잘린 상태이며 일부는 공사시 흘러내려 콘크리트 옹벽이 보이고 있는 상태로 이것을 다시 쌓아 올리고 폭포 및 조명을 조성하고 설치한다면 옛 용두바위의 위용을 찾음은 물론이고, 대구의 관문인 신천상류에 신천을 상징물을 조성한다면 신천을 사랑하는 마음과 함께 대구시민 즐겨 찾는 휴식공간 및 대구의 생명줄인 신천을 대표하는 명소가 될 것이라고 사료됨.<br><br>-. 위치 ; 용두바위?에서 장암사입구 신천도로 다리 밑<br>  # 자연과 함께 하는 운동시설 조성<br>: 신천둔치 곳곳에 운동시설이 산재되어 있으나 날씨가 덥거나 비가 올때에는 사용할 수 없는 등 불편한 점이 있는 바, 위 위치의 다리 밑에 운동기구를 대단위로 설치한다면 선사지대유적(암음)도 보호하고 널리 알리면서 날씨와 상관없이 대구시민이면 누구나 자연속에서 운동을 할 수 있는 최적의 장소가 될 것이라 사료됨."
312,도로과,안전한 교통환경조성 (인도 및 안전펜스 설치건),저는 동영유치원과 과 별하나 어린이집에 자녀를 맡기고 있는 엄마입니다. <br>맞은 편 강변쪽 아파트에 거주하는 관계로 매일 아이들을 데리고 신천 징금다리를 건너 법왕사 쪽으로 걸어 등하원을 하고 있습니다. <br>신천 좌안도로 확장공사로  중장비차량등 공사차량과 대형버스등이 차도에서 만날때는 <br>손에 땀이 날 만큼 두아이의 손을 꼭 잡고 차량과 난간쪽 안전팬스쪽에 바짝 붙어서 보행하고 있습니다. 평소에도 주민들과 교행하는 차량이 많아 등하원시간만 되면 무척 긴장하고 있습니다. 학교쪽은 인도가 설치되어 있는데 별하나어린이집에서 법왕사까지는 인도가 연결되어 있지 않습니다.  마침 주민제안사업제도가 있는 사실을 수성구청 관보를 보고 제안드립니다. <br>3살아들과 5살 딸아이의 안전하게 다닐 수 있도록  인도설치를 부탁드립니다.,법왕사에서 별하나 어린이집까지 안전한 인도 설치와 안전펜스 설치를 요청합니다.
313,교통정책과,신천등지 무인 자전거 보장구 대여 사업,자전거를 타는 신천 이용객들의 안전을 위해 자전거 헬맷  등 보장구를 대여하는 무인기계를 설치,"○ 손목+팔꿈치+무릎 보호대 ,자전거 헬맷 등 보장구 구입<br>○ 무인 기계 설치"
314,자치행정과,신천두산위브 뒷편 소공원에 주민들 휴게공간으로 활용 가능한 파라솔 및 의자를 설치해주세요.,두산위브 뒤편 소공원에 체육시설 등은 구비되어 있어서 주민편의를 제공하고 있으나 여름에 더울 때 폭염을 피해서 주민들이 쉬면서 소통할 수 있는 파라솔이 설치되어 있지 않아서 애로사항이 있음. <br>동 주민들이 소공원을 좀 더 잘 활용할 수 있게 파라솔 및 의자 설치를 요청함.,"- 파라솔(2백5십만원) * 2개소 = 5,000,000원"
315,자치행정과,신천3동 경로당 의약품 보관함 비치해주세요.,경로당 이용회원의 가벼운 상처치료나 소화불량 등 건강불편을 해결하기 위하여 의약품 보관함 비치를 해주실 것을 요청함. <br>경로당에 의약품 보관함이 있어도 오래되어 낙후된 경우가 많으므로 위생이 중요시 되는 시기에 새롭게 의약품 경로당 해주실 것을 요청함.,- 신천3동 경로당에 의약품 보관함 설치.(8개소)
316,교통정책과,전동킥보드 정거장 설치로 인하여 인도를 안전하게 보호합시다.,길을 돌아다니다보면 무분별하게 방치되어 있는 전동킥보드로 인하여 주민들이 불편을 겪을 때가 많고 사고의 위험도 있음. <br>주민들의 불편을 해소 할 수 있게 적절한 장소에 전동킥보드 정거장을 설치하여 주시기 바람. <br>신천3동에는 무분별하게 주차 되어 있는 곳이 많아서 정거장 꼭 설치해주실 바람.,- 동구 2개동 인접 지역에 하나씩 설치하여 총 10~12개 정도 설치를 요청.
317,건강증진과,간접흡연 민원 많은 위치에 금연 LED 로고젝터 설치 요청합니다., ,저도 가끔 거리를 돌아다니다가 갑자기 날아오는 담배냄새로 인한 간접흡연으로 불쾌감을 느낄 때가 있었습니다. <br>그럴 때마다 저분들에게 이 지역에서 좀 담배피지 않았으면 좋겠다는 생각 많이 했었는데.... 그 대안으로 금연구역 흡연 방지와 금연문화 확산을 위해 금연 LED 로고젝트를 설치를 요청합니다. <br>동구 전역에 설치하면 많은 도움이 될 거 같습니다. <br>각 동마다 민원다수 지역 조사해서 설치해주실 것을 요청합니다. <br>참고로 신천3동은 꼭 필요합니다.
